,appearences,assists,blocks,captain,dispossesed,goals,hit_post,injured,inside_box_saves,interceptions,lineups,minutes,number,player_id,position_id,redcards,saves,substitute_in,substitute_out,substitutes_on_bench,tackles,yellowcards,yellowred
18,1,0,,0,,0,,FALSE,,,0,20,12,24485,4,0,,1,0,1,,0,0
19,2,0,,0,,0,,FALSE,,,1,59,20,24230,4,0,,1,1,1,,0,0
0,6,0,,0,,0,,FALSE,,,6,540,1,159058,1,0,,0,0,0,,1,0
1,0,0,,0,,0,,FALSE,,,0,0,13,159302,1,0,,0,0,6,,0,0
2,1,0,,0,,0,,FALSE,,,1,90,2,77891,2,0,,0,0,1,,0,0
3,0,0,,0,,0,,FALSE,,,0,0,3,159419,2,0,,0,0,1,,0,0
4,3,0,,0,,0,,FALSE,,,2,181,6,5159,2,0,,1,0,3,,1,0
5,6,0,,0,,0,,FALSE,,,6,540,15,158939,2,0,,0,0,0,,1,0
6,1,0,,0,,0,,FALSE,,,1,90,20,159635,2,0,,0,0,0,,0,0
7,4,0,,0,,0,,FALSE,,,4,332,23,131209,2,0,,0,0,1,,2,1
8,4,0,,0,,0,,FALSE,,,4,360,30,62570,2,0,,0,0,0,,0,0
9,1,0,,0,,0,,FALSE,,,1,82,51,159593,2,0,,0,1,1,,0,0
10,5,0,,0,,1,,FALSE,,,5,450,53,36489,2,0,,0,0,0,,1,0
11,2,0,,0,,0,,FALSE,,,2,180,5,109291,3,0,,0,0,1,,1,0
12,2,0,,0,,0,,FALSE,,,2,162,10,155348,3,0,,0,2,4,,1,0
13,6,1,,0,,1,,FALSE,,,4,404,11,159215,3,0,,2,0,2,,1,0
14,4,0,,0,,0,,FALSE,,,4,360,18,146286,3,0,,0,0,2,,2,0
15,6,0,,0,,0,,FALSE,,,5,344,28,98946,3,0,,1,5,1,,1,0
16,4,0,,0,,0,,FALSE,,,4,289,33,94450,3,0,,0,3,0,,1,0
17,4,0,,0,,0,,FALSE,,,2,227,38,159285,3,0,,2,1,4,,1,0
18,1,0,,0,,0,,FALSE,,,1,78,50,155982,3,0,,0,1,2,,0,0
19,5,1,,0,,0,,FALSE,,,3,309,7,2917,4,0,,2,0,2,,0,0
20,4,0,,0,,1,,FALSE,,,2,186,9,36404,4,0,,2,1,2,,0,0
21,5,0,,0,,1,,FALSE,,,2,216,16,159548,4,0,,3,2,4,,0,0
22,2,0,,0,,0,,FALSE,,,0,26,19,159409,4,0,,2,0,2,,0,0
23,5,1,,0,,2,,FALSE,,,4,364,22,60560,4,0,,1,1,1,,2,1
24,2,0,,0,,0,,FALSE,,,1,102,29,159410,4,0,,1,0,2,,0,0
0,2,0,,0,,0,,FALSE,,,2,210,1,5465,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,23,109319,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,2,210,4,158856,2,0,,0,0,0,,0,0
3,2,0,,0,,0,,FALSE,,,2,210,5,63067,2,0,,0,0,0,,0,0
4,2,0,,0,,0,,FALSE,,,2,210,15,158576,2,0,,0,0,0,,1,0
5,2,0,,0,,0,,FALSE,,,2,210,33,159396,2,0,,0,0,0,,1,0
6,0,0,,0,,0,,FALSE,,,0,0,91,155430,2,0,,0,0,2,,0,0
7,2,0,,0,,0,,FALSE,,,2,210,8,159021,3,0,,0,0,0,,1,0
8,0,0,,0,,0,,FALSE,,,0,0,11,159397,3,0,,0,0,1,,0,0
9,2,0,,0,,0,,FALSE,,,2,210,14,125409,3,0,,0,1,0,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,18,159402,3,0,,0,0,2,,0,0
11,1,0,,0,,0,,FALSE,,,0,17,27,158702,3,0,,1,0,1,,0,0
12,2,0,,0,,0,,FALSE,,,2,210,63,158941,3,0,,0,0,0,,0,0
13,1,0,,0,,0,,FALSE,,,0,0,7,77892,4,0,,1,0,1,,0,0
14,1,0,,0,,0,,FALSE,,,0,39,17,1324,4,0,,1,0,1,,0,0
15,2,0,,0,,1,,FALSE,,,2,171,25,56075,4,0,,0,1,0,,1,0
16,2,0,,0,,0,,FALSE,,,1,119,28,133611,4,0,,1,1,1,,0,0
17,2,1,,0,,0,,FALSE,,,2,138,30,158276,4,0,,0,2,0,,0,0
18,1,0,,0,,0,,FALSE,,,1,65,36,106928,4,0,,0,1,1,,0,0
19,2,0,,0,,0,,FALSE,,,0,81,90,97651,4,0,,2,0,2,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,12,112650,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,13,114212,1,0,,0,0,2,,0,0
2,2,0,,0,,1,,FALSE,,,2,180,3,113349,2,0,,0,0,0,,0,0
3,1,0,,0,,0,,FALSE,,,1,90,4,113402,2,0,,0,0,0,,1,0
4,1,0,,0,,0,,FALSE,,,1,90,21,112045,2,0,,0,0,1,,0,0
5,1,0,,0,,0,,FALSE,,,1,90,22,113633,2,0,,0,0,1,,0,0
6,1,0,,0,,0,,FALSE,,,1,90,24,113803,2,0,,0,0,1,,0,0
7,1,0,,0,,0,,FALSE,,,1,90,30,112982,2,0,,0,0,1,,1,0
8,2,0,,0,,0,,FALSE,,,2,180,5,113794,3,0,,0,0,0,,1,0
9,2,0,,0,,0,,FALSE,,,0,20,8,32460,3,0,,2,0,2,,0,0
10,2,0,,0,,0,,FALSE,,,2,146,16,78239,3,0,,0,1,0,,0,0
11,0,0,,0,,0,,FALSE,,,0,0,18,114000,3,0,,0,0,1,,0,0
12,1,0,,0,,0,0,FALSE,,,1,54,23,113795,3,0,,0,1,0,,1,0
13,2,0,,0,,0,,FALSE,,,2,156,26,23711,3,0,,0,1,0,,0,0
14,1,0,,0,,0,,FALSE,,,0,24,40,118307,3,0,,1,0,2,,0,0
15,2,0,,0,,0,,FALSE,,,2,180,70,113022,3,0,,0,0,0,,0,0
16,2,0,,0,,1,,FALSE,,,2,160,77,112786,3,0,,0,2,0,,0,0
17,2,0,,0,,0,,FALSE,,,0,70,7,113737,4,0,,2,0,2,,0,0
18,0,0,,0,,0,,FALSE,,,0,0,9,114304,4,0,,0,0,1,,0,0
19,2,0,,0,,0,,FALSE,,,2,180,17,112174,4,0,,0,0,0,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,83685,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,22,83817,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,1,115,2,82881,2,0,,1,1,1,,0,0
3,1,0,,0,,0,,FALSE,,,1,90,3,83843,2,0,,0,0,1,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,4,26705,2,0,,0,0,0,,0,0
5,2,0,,0,,0,,FALSE,,,2,139,19,83448,2,0,,0,2,0,,0,0
6,2,0,,0,,0,,FALSE,,,2,180,20,62855,2,0,,0,0,0,,1,0
7,2,0,,0,,0,,FALSE,,,2,180,26,83861,2,0,,0,0,0,,0,0
8,1,0,,0,,0,,FALSE,,,1,46,32,84103,2,0,,0,1,1,,0,0
9,2,0,,0,,0,,FALSE,,,1,89,7,23427,3,0,,1,1,1,,0,0
10,2,0,,0,,0,,FALSE,,,2,168,8,83384,3,0,,0,1,0,,1,0
11,0,0,,0,,0,,FALSE,,,0,0,9,51738,3,0,,0,0,1,,0,0
12,2,0,,0,,0,,FALSE,,,1,109,14,83453,3,0,,1,0,1,,0,0
13,2,0,,0,,0,,FALSE,,,1,118,17,25276,3,0,,1,0,1,,0,0
14,2,0,,0,,0,,FALSE,,,2,180,23,84098,3,0,,0,0,0,,0,0
15,0,0,,0,,0,,FALSE,,,0,0,28,84173,3,0,,0,0,1,,0,0
16,0,0,,0,,0,,FALSE,,,0,0,30,84104,3,0,,0,0,1,,0,0
17,2,0,,0,,0,,FALSE,,,2,180,10,82870,4,0,,0,0,0,,0,0
18,2,0,,0,,0,,FALSE,,,0,26,29,83844,4,0,,2,0,2,,0,0
19,0,0,,0,,0,,FALSE,,,0,0,33,84188,4,0,,0,0,1,,0,0
0,8,0,,0,,0,,FALSE,,,8,720,1,60576,1,0,,0,0,0,,1,0
1,0,0,,0,,0,,FALSE,,,0,0,22,61385,1,0,,0,0,8,,0,0
2,8,0,,0,,1,,FALSE,,,8,720,2,23009,2,0,,0,0,0,,1,0
3,5,0,,0,,0,,FALSE,,,5,450,3,60578,2,0,,0,0,0,,1,0
4,1,0,,0,,0,,FALSE,,,1,90,5,26881,2,0,,0,0,6,,0,0
5,0,0,,0,,0,,FALSE,,,0,0,15,61170,2,0,,0,0,2,,0,0
6,7,0,,0,,0,,FALSE,,,7,577,18,62357,2,0,,0,2,1,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,20,62338,2,0,,0,0,2,,0,0
8,1,0,,0,,0,,FALSE,,,1,90,21,61734,2,0,,0,0,3,,1,0
9,8,0,,0,,0,,FALSE,,,8,720,24,60585,2,0,,0,0,0,,1,0
10,6,1,,0,,0,,FALSE,,,6,536,8,24382,3,0,,0,2,0,,0,0
11,1,1,,0,,0,,FALSE,,,0,13,10,61301,3,0,,1,0,1,,0,0
12,4,1,,0,,0,,FALSE,,,1,170,11,7026,3,0,,3,0,5,,0,0
13,5,0,,0,,0,,FALSE,,,0,38,13,60931,3,0,,5,0,8,,0,0
14,6,0,,0,,0,,FALSE,,,6,530,16,61427,3,0,,0,1,1,,3,0
15,8,0,,0,,0,,FALSE,,,8,657,17,61203,3,0,,0,4,0,,2,0
16,0,0,,0,,0,,FALSE,,,0,0,23,62377,3,0,,0,0,3,,0,0
17,8,0,,0,,2,,FALSE,,,8,720,28,32099,3,0,,0,0,0,,2,0
18,6,0,,0,,1,,FALSE,,,6,491,7,6149,4,0,,0,3,1,,1,0
19,1,0,,0,,0,,FALSE,,,1,90,9,60361,4,0,,0,0,0,,0,0
20,8,2,,0,,2,,FALSE,,,8,654,10,32185,4,0,,0,4,0,,2,0
21,2,0,,0,,0,,FALSE,,,1,83,12,61320,4,0,,1,1,1,,0,0
22,6,0,,0,,1,,FALSE,,,4,392,14,61257,4,0,,2,0,2,,2,0
23,6,0,,0,,0,,FALSE,,,1,179,19,62331,4,0,,5,0,5,,0,0
24,0,0,,0,,0,,FALSE,,,0,0,26,61819,4,0,,0,0,1,,0,0
25,0,0,,0,,0,,FALSE,,,0,0,27,62324,4,0,,0,0,4,,0,0
26,0,0,,0,,0,,FALSE,,,0,0,29,62618,4,0,,0,0,2,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,76598,1,0,,0,0,4,,1,0
1,4,0,,0,,0,,FALSE,,,4,360,45,159032,1,0,,0,0,2,,0,0
2,5,0,,0,,0,,FALSE,,,5,450,2,155702,2,0,,0,0,0,,2,0
3,1,0,,0,,0,,FALSE,,,1,90,15,158178,2,0,,0,0,4,,0,0
4,3,0,,0,,0,,FALSE,,,3,270,17,158853,2,0,,0,0,2,,0,0
5,5,0,,0,,0,,FALSE,,,5,450,19,76554,2,0,,0,0,0,,1,0
6,3,0,,0,,0,,FALSE,,,3,270,22,159241,2,0,,0,0,2,,0,0
7,4,0,,0,,0,,FALSE,,,4,338,80,159163,2,0,,0,1,2,,2,0
8,3,0,,0,,0,,FALSE,,,0,23,4,159395,3,0,,3,0,5,,0,0
9,5,0,,0,,0,,FALSE,,,3,267,7,158481,3,0,,2,3,2,,1,0
10,5,0,,0,,0,,FALSE,,,5,448,8,158746,3,0,,0,0,0,,2,1
11,4,0,,0,,1,,FALSE,,,3,238,10,76947,3,0,,1,3,1,,1,0
12,4,0,,0,,0,,FALSE,,,2,236,16,6343,3,0,,2,0,2,,0,0
13,5,0,,0,,0,,FALSE,,,1,173,20,62070,3,0,,4,0,4,,0,0
14,3,0,,0,,0,,FALSE,,,2,202,27,126022,3,0,,1,0,1,,0,0
15,5,0,,0,,0,,FALSE,,,5,392,81,158614,3,0,,0,3,1,,0,0
16,6,1,,0,,0,,FALSE,,,5,413,88,96518,3,0,,1,3,1,,1,0
17,5,0,,0,,0,,FALSE,,,5,450,96,158288,3,0,,0,0,1,,2,0
18,3,0,,0,,0,,FALSE,,,2,188,9,80649,4,0,,1,0,4,,1,0
19,1,0,,0,,0,,FALSE,,,1,65,11,158852,4,0,,0,1,3,,0,0
20,5,0,,0,,0,,FALSE,,,4,346,33,4029,4,0,,1,1,1,,0,0
21,1,0,,0,,0,,FALSE,,,1,89,83,158532,4,0,,0,1,0,,0,0
0,10,0,,0,,0,,FALSE,,,10,837,1,62647,1,0,,0,1,0,,0,0
1,1,0,,0,,0,,FALSE,,,0,63,87,159182,1,0,,1,0,10,,0,0
2,10,0,,0,,0,,FALSE,,,9,838,2,62269,2,0,,1,0,1,,1,0
3,6,0,,0,,1,,FALSE,,,6,487,4,158550,2,0,,0,0,1,,2,1
4,5,0,,0,,0,,FALSE,,,4,371,5,159124,2,0,,1,1,2,,0,0
5,8,0,,0,,0,,FALSE,,,8,702,12,109162,2,0,,0,1,2,,0,0
6,9,0,,0,,0,,FALSE,,,9,744,13,73885,2,0,,0,2,1,,4,0
7,1,0,,0,,0,,FALSE,,,1,90,14,159126,2,0,,0,0,5,,0,0
8,5,0,,0,,1,,FALSE,,,5,450,26,62685,2,0,,0,0,4,,1,0
9,10,0,,0,,0,,FALSE,,,10,790,8,155938,3,0,,0,7,0,,2,0
10,10,2,,0,,0,,FALSE,,,7,599,11,129664,3,0,,3,5,3,,1,0
11,10,1,,0,,2,,FALSE,,,8,753,15,5311,3,0,,2,1,2,,2,0
12,1,0,,0,,0,0,FALSE,,,0,5,17,159519,3,0,,1,0,6,,0,0
13,6,0,,0,,1,,FALSE,,,5,406,20,31157,3,0,,1,3,3,,2,0
14,4,0,,0,,0,,FALSE,,,1,165,25,158885,3,0,,3,0,6,,1,0
15,7,1,,0,,0,,FALSE,,,7,630,55,78414,3,0,,0,0,0,,1,0
16,6,0,,0,,0,,FALSE,,,1,132,99,159518,3,0,,5,0,7,,0,0
17,7,1,,0,,0,,FALSE,,,3,300,7,111830,4,0,,4,1,5,,0,0
18,9,1,,0,,3,,FALSE,,,8,699,9,78110,4,0,,1,4,1,,0,0
19,6,0,,0,,0,,FALSE,,,1,159,10,159119,4,0,,5,1,8,,0,0
20,9,1,,0,,2,,FALSE,,,7,627,19,109322,4,0,,2,3,2,,1,0
21,0,0,,0,,0,,FALSE,,,0,0,32,159831,4,0,,0,0,1,,0,0
0,8,0,,0,,0,,FALSE,,,8,676,1,23974,1,0,,0,1,0,,0,0
1,1,0,,0,,0,,FALSE,,,0,44,30,190504,1,0,,1,0,8,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,2,117375,2,0,,0,0,1,,0,0
3,1,0,,0,,0,,FALSE,,,1,52,3,189562,2,0,,0,1,6,,0,0
4,4,0,,0,,0,,FALSE,,,1,90,4,150574,2,0,,3,1,4,,1,0
5,7,0,,0,,1,,FALSE,,,7,573,6,82790,2,0,,0,1,0,,2,0
6,8,0,,0,,1,0,FALSE,,,8,720,7,84446,2,0,,0,0,0,,2,0
7,5,0,,0,,0,,FALSE,,,4,360,11,189613,2,0,,1,0,4,,0,0
8,5,0,,0,,0,,FALSE,,,4,417,12,170529,2,0,,1,0,4,,0,0
9,7,1,,0,,0,,FALSE,,,7,615,15,82930,2,0,,0,1,1,,2,0
10,2,0,,0,,0,0,FALSE,,,1,77,20,190989,2,0,,1,1,1,,0,0
11,1,0,,0,,0,,FALSE,,,1,90,22,190558,2,0,,0,0,0,,0,0
12,5,0,,0,,0,,FALSE,,,5,431,23,96310,2,0,,0,1,0,,3,0
13,0,0,,0,,0,,FALSE,,,0,0,27,110203,2,0,,0,0,2,,0,0
14,8,0,,0,,0,,FALSE,,,8,720,8,189415,3,0,,0,0,0,,1,0
15,6,2,,0,,1,,FALSE,,,4,353,16,172250,3,0,,2,2,3,,3,0
16,2,0,,0,,0,,FALSE,,,2,180,21,31083,3,0,,0,0,3,,0,0
17,7,2,,0,,0,,FALSE,,,6,573,24,189371,3,0,,1,1,1,,3,0
18,7,0,,0,,0,,FALSE,,,6,533,25,129951,3,0,,1,3,1,,0,0
19,6,0,,0,,2,,FALSE,,,5,451,26,77081,3,0,,1,3,2,,3,0
20,6,1,,0,,2,,FALSE,,,6,468,9,22885,4,0,,0,4,1,,1,0
21,5,0,,0,,0,,FALSE,,,2,181,14,124898,4,0,,3,1,3,,1,0
22,5,0,,0,,0,,FALSE,,,1,159,18,172553,4,0,,4,1,5,,0,0
23,4,0,,0,,0,,FALSE,,,1,157,19,35718,4,0,,3,0,5,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,31,113545,1,0,,0,0,4,,0,0
1,4,0,,0,,0,,FALSE,,,4,360,71,112623,1,0,,0,0,0,,0,0
2,4,0,,0,,0,,FALSE,,,4,280,4,113537,2,0,,0,2,0,,0,0
3,3,0,,0,,0,,FALSE,,,2,205,8,113811,2,0,,1,0,2,,1,0
4,4,0,,0,,1,,FALSE,,,2,260,13,113807,2,0,,2,0,2,,0,0
5,4,0,,0,,0,,FALSE,,,4,360,25,73375,2,0,,0,0,0,,0,0
6,3,0,,0,,0,,FALSE,,,3,270,36,113168,2,0,,0,0,0,,1,0
7,0,0,,0,,0,,FALSE,,,0,0,18,113815,3,0,,0,0,3,,0,0
8,3,0,,0,,3,,FALSE,,,3,195,19,113805,3,0,,0,3,0,,1,0
9,2,0,,0,,0,,FALSE,,,0,59,21,8694,3,0,,2,0,2,,2,0
10,4,0,,0,,2,,FALSE,,,2,240,24,113541,3,0,,2,0,2,,0,0
11,4,0,,0,,0,,FALSE,,,4,360,26,111969,3,0,,0,0,0,,0,0
12,0,0,,0,,0,,FALSE,,,0,0,27,81328,3,0,,0,0,1,,0,0
13,2,0,,0,,1,,FALSE,,,1,81,29,116730,3,0,,1,1,3,,0,0
14,2,0,,0,,0,,FALSE,,,2,120,30,112755,3,0,,0,2,2,,0,0
15,4,0,,0,,0,,FALSE,,,4,316,33,113540,3,0,,0,1,0,,0,0
16,2,0,,0,,0,,FALSE,,,2,136,77,112782,3,0,,0,1,1,,1,0
17,1,0,,0,,0,,FALSE,,,0,24,7,113121,4,0,,1,0,1,,0,0
18,4,0,,0,,2,,FALSE,,,3,314,9,112626,4,0,,1,0,1,,0,0
19,3,0,,0,,2,,FALSE,,,3,217,22,113461,4,0,,0,2,1,,0,0
20,3,0,,0,,3,,FALSE,,,1,163,23,113806,4,0,,2,0,2,,0,0
21,0,0,,0,,0,,FALSE,,,0,0,28,41112,4,0,,0,0,1,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,91965,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,12,83503,1,0,,0,0,2,,0,0
2,4,0,,0,,0,,FALSE,,,3,314,2,4117,2,0,,1,0,1,,0,0
3,4,0,,0,,0,,FALSE,,,4,316,3,150004,2,0,,0,1,0,,1,0
4,3,0,,0,,0,,FALSE,,,3,270,4,31591,2,0,,0,0,1,,1,0
5,3,0,,0,,0,,FALSE,,,3,203,5,150177,2,0,,0,1,1,,0,0
6,2,0,,0,,1,,FALSE,,,1,157,14,150052,2,0,,1,0,2,,0,0
7,1,0,,0,,0,,FALSE,,,1,90,19,151007,2,0,,0,0,3,,0,0
8,4,0,,0,,2,,FALSE,,,3,280,22,26965,2,0,,1,1,1,,0,0
9,2,0,,0,,0,,FALSE,,,1,95,24,35646,2,0,,1,0,2,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,32,151245,2,0,,0,0,1,,0,0
11,4,0,,0,,0,,FALSE,,,3,277,7,83417,3,0,,1,0,1,,0,0
12,4,0,,0,,1,,FALSE,,,2,255,8,78596,3,0,,2,0,2,,0,0
13,0,0,,0,,0,,FALSE,,,0,0,13,151194,3,0,,0,0,1,,0,0
14,4,0,,0,,0,,FALSE,,,4,320,18,150934,3,0,,0,4,0,,1,0
15,3,0,,0,,0,0,FALSE,,,2,183,20,96640,3,0,,1,1,2,,0,0
16,3,0,,0,,0,,FALSE,,,3,237,9,83214,4,0,,0,1,0,,1,0
17,4,0,,0,,3,,FALSE,,,3,255,10,125717,4,0,,1,1,1,,0,0
18,4,0,,0,,1,,FALSE,,,3,195,11,31666,4,0,,1,2,1,,0,0
19,2,0,,0,,1,,FALSE,,,1,123,15,96634,4,0,,1,0,1,,0,0
20,1,0,,0,,1,,FALSE,,,0,30,37,25514,4,0,,1,0,3,,0,0
0,8,0,,0,,0,,FALSE,,,8,720,1,83795,1,0,,0,0,0,,1,0
1,0,0,,0,,0,,FALSE,,,0,0,16,84119,1,0,,0,0,7,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,30,84141,1,0,,0,0,3,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,40,80889,1,0,,0,0,0,,0,0
4,8,0,,0,,0,,FALSE,,,7,626,2,83495,2,0,,1,1,1,,1,0
5,8,1,,0,,2,,FALSE,,,8,720,3,52371,2,0,,0,0,1,,4,0
6,7,0,,0,,0,,FALSE,,,6,541,4,31993,2,0,,1,0,4,,2,0
7,2,0,,0,,0,,FALSE,,,2,180,15,83965,2,0,,0,0,5,,0,0
8,10,3,,0,,0,,FALSE,,,10,900,23,6218,2,0,,0,0,0,,3,0
9,0,0,,0,,0,,FALSE,,,0,0,25,84296,2,0,,0,0,1,,0,0
10,1,0,,0,,0,,FALSE,,,1,90,27,82897,2,0,,0,0,1,,1,0
11,8,0,,0,,0,,FALSE,,,6,542,33,5049,2,0,,2,0,2,,0,0
12,7,0,,0,,0,,FALSE,,,2,241,5,83702,3,0,,5,1,6,,0,0
13,7,0,,0,,0,,FALSE,,,6,490,6,84113,3,0,,1,6,1,,1,0
14,4,0,,0,,0,,FALSE,,,3,292,8,84109,3,0,,1,1,5,,0,0
15,8,1,,0,,0,,FALSE,,,8,568,10,60767,3,0,,0,4,0,,0,0
16,0,0,,0,,0,,FALSE,,,0,0,12,83404,3,0,,0,0,1,,0,0
17,3,0,,0,,0,,FALSE,,,1,178,17,83971,3,0,,2,0,4,,0,0
18,10,2,,0,,0,,FALSE,,,9,835,19,62965,3,0,,1,1,1,,2,0
19,9,0,,0,,3,,FALSE,,,9,748,20,82959,3,0,,0,3,0,,0,0
20,3,0,,0,,0,,FALSE,,,3,220,21,82719,3,0,,0,2,3,,0,0
21,1,0,,0,,0,,FALSE,,,0,18,26,84312,3,0,,1,0,2,,0,0
22,0,0,,0,,0,,FALSE,,,0,0,29,84121,3,0,,0,0,2,,0,0
23,7,0,,0,,0,,FALSE,,,1,159,31,84120,3,0,,6,1,6,,0,0
24,1,0,,0,,1,,FALSE,,,0,48,7,83737,4,0,,1,0,1,,0,0
25,9,0,,0,,4,,FALSE,,,8,708,9,24308,4,0,,1,4,2,,1,0
26,5,0,,0,,1,,FALSE,,,4,363,11,34519,4,0,,1,2,4,,0,0
27,0,0,,0,,0,,FALSE,,,0,0,11,83880,4,0,,0,0,2,,0,0
28,1,0,,0,,0,,FALSE,,,0,8,14,85349,4,0,,1,0,1,,0,0
29,1,0,,0,,0,,FALSE,,,1,90,22,84196,4,0,,0,0,0,,0,0
30,7,0,,0,,1,,FALSE,,,3,288,24,83802,4,0,,4,2,4,,0,0
31,2,0,,0,,1,,FALSE,,,2,147,32,5577,4,0,,0,1,0,,0,0
0,4,0,,0,,0,,FALSE,,,4,390,1,54695,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,16,136578,1,0,,0,0,1,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,32,137083,1,0,,0,0,4,,0,0
3,4,0,,0,,0,,FALSE,,,4,390,2,136079,2,0,,0,0,0,,0,0
4,4,0,,0,,0,,FALSE,,,4,390,3,81626,2,0,,0,0,0,,0,0
5,3,0,,0,,0,,FALSE,,,1,131,4,136588,2,0,,2,0,3,,1,0
6,0,0,,0,,0,,FALSE,,,0,0,19,105139,2,0,,0,0,4,,0,0
7,4,0,,0,,0,,FALSE,,,4,390,21,12533,2,0,,0,0,0,,0,0
8,2,0,,0,,0,,FALSE,,,2,210,27,35332,2,0,,0,0,0,,0,0
9,0,0,,0,,0,,FALSE,,,0,0,28,137072,2,0,,0,0,1,,0,0
10,4,0,,0,,0,,FALSE,,,4,390,5,136389,3,0,,0,0,0,,2,0
11,2,0,,0,,0,,FALSE,,,1,135,6,136333,3,0,,1,1,1,,1,0
12,4,0,,0,,0,,FALSE,,,4,384,8,136239,3,0,,0,1,0,,0,0
13,4,0,,0,,1,,FALSE,,,4,385,10,80628,3,0,,0,1,0,,2,0
14,4,0,,0,,0,,FALSE,,,4,307,11,136532,3,0,,0,4,0,,1,0
15,3,0,,0,,0,,FALSE,,,0,35,13,105748,3,0,,3,0,4,,0,0
16,4,0,,0,,0,,FALSE,,,1,119,7,136273,4,0,,3,1,3,,0,0
17,1,0,,0,,0,,FALSE,,,0,6,9,136128,4,0,,1,0,4,,0,0
18,0,0,,0,,0,,FALSE,,,0,0,12,137081,4,0,,0,0,3,,0,0
19,4,0,,0,,1,,FALSE,,,4,390,20,78193,4,0,,0,0,0,,1,0
20,3,0,,0,,1,,FALSE,,,3,238,25,136490,4,0,,0,2,0,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,148415,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,21,148845,1,0,,0,0,2,,0,0
2,1,0,,0,,1,,FALSE,,,1,90,4,148223,2,0,,0,0,1,,0,0
3,1,0,,0,,0,,FALSE,,,1,90,5,148262,2,0,,0,0,0,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,6,147971,2,0,,0,0,0,,0,0
5,2,0,,0,,0,,FALSE,,,2,154,11,15564,2,0,,0,1,0,,0,0
6,2,0,,0,,0,,FALSE,,,2,180,17,148209,2,0,,0,0,0,,0,0
7,1,0,,0,,0,,FALSE,,,0,26,25,148623,2,0,,1,0,2,,0,0
8,2,0,,0,,0,,FALSE,,,2,180,7,148563,3,0,,0,0,0,,0,0
9,2,0,,0,,0,,FALSE,,,2,180,8,148277,3,0,,0,0,0,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,10,148230,3,0,,0,0,1,,0,0
11,2,0,,0,,0,,FALSE,,,1,86,16,148285,3,0,,1,1,1,,0,0
12,2,0,,0,,0,,FALSE,,,2,168,19,148543,3,0,,0,1,0,,0,0
13,1,0,,0,,0,,FALSE,,,1,68,20,148936,3,0,,0,1,1,,0,0
14,2,0,,0,,0,,FALSE,,,2,146,22,148736,3,0,,0,2,0,,0,0
15,0,0,,0,,0,,FALSE,,,0,0,9,148116,4,0,,0,0,2,,0,0
16,2,0,,0,,0,,FALSE,,,0,39,14,148348,4,0,,2,0,2,,0,0
17,2,0,,0,,0,,FALSE,,,0,33,15,148064,4,0,,2,0,2,,0,0
18,2,0,,0,,2,,FALSE,,,2,180,18,148097,4,0,,0,0,0,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,5627,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,25,83636,1,0,,0,0,2,,0,0
2,1,0,,0,,0,,FALSE,,,1,90,4,82768,2,0,,0,0,1,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,5,83879,2,0,,0,0,0,,1,0
4,2,0,,0,,0,,FALSE,,,2,180,13,83374,2,0,,0,0,0,,1,0
5,1,0,,0,,0,,FALSE,,,1,90,15,82944,2,0,,0,0,1,,0,0
6,2,0,,0,,0,,FALSE,,,2,180,33,83866,2,0,,0,0,0,,0,0
7,2,0,,0,,0,,FALSE,,,2,153,3,83875,3,0,,0,1,0,,0,0
8,2,0,,0,,0,,FALSE,,,1,106,7,84028,3,0,,1,1,1,,1,0
9,2,0,,0,,0,,FALSE,,,1,101,8,22907,3,0,,1,0,1,,1,0
10,1,0,,0,,0,,FALSE,,,0,9,17,29630,3,0,,1,0,2,,0,0
